date,product_id,stock_before,incoming_rolls,incoming_meters,sold_meters,stock_after
2018-03-01,P0119,60.0,0,0,0.0,60.0
2018-03-01,P0056,60.0,0,0,0.0,60.0
2018-03-01,P0109,30.0,0,0,0.0,30.0
2018-03-01,P0053,60.0,0,0,0.0,60.0
2018-03-01,P0102,60.0,0,0,0.0,60.0
2018-03-01,P0094,30.0,0,0,0.0,30.0
2018-03-01,P0016,30.0,0,0,0.0,30.0
2018-03-01,P0003,60.0,0,0,0.0,60.0
2018-03-01,P0063,60.0,0,0,0.0,60.0
2018-03-01,P0017,60.0,0,0,3.0,57.0
2018-03-01,P0065,30.0,0,0,0.0,30.0
2018-03-01,P0020,30.0,0,0,0.0,30.0
2018-03-01,P0114,60.0,0,0,0.0,60.0
2018-03-01,P0036,30.0,0,0,0.0,30.0
2018-03-01,P0028,30.0,0,0,0.0,30.0
2018-03-01,P0104,30.0,0,0,0.0,30.0
2018-03-01,P0074,30.0,0,0,0.0,30.0
2018-03-01,P0005,60.0,0,0,2.5,57.5
2018-03-01,P0047,30.0,0,0,2.5,27.5
2018-03-01,P0042,30.0,0,0,0.0,30.0
2018-03-01,P0113,60.0,0,0,0.0,60.0
2018-03-01,P0015,60.0,0,0,0.5,59.5
2018-03-01,P0004,30.0,0,0,0.0,30.0
2018-03-01,P0097,30.0,0,0,0.0,30.0
2018-03-01,P0106,60.0,0,0,0.0,60.0
2018-03-01,P0027,30.0,0,0,0.0,30.0
2018-03-01,P0090,60.0,0,0,0.0,60.0
2018-03-01,P0009,30.0,0,0,0.0,30.0
2018-03-01,P0115,30.0,0,0,0.5,29.5
2018-03-01,P0013,30.0,0,0,0.0,30.0
2018-03-01,P0029,30.0,0,0,0.0,30.0
2018-03-01,P0072,30.0,0,0,0.0,30.0
2018-03-01,P0050,33.0,0,0,3.0,30.0
2018-03-01,P0026,30.0,0,0,0.0,30.0
2018-03-02,P0035,60.0,0,0,0.0,60.0
2018-03-02,P0108,25.0,0,0,0.0,25.0
2018-03-02,P0011,30.0,0,0,0.0,30.0
2018-03-02,P0055,30.0,0,0,0.0,30.0
2018-03-02,P0095,30.0,0,0,0.0,30.0
2018-03-02,P0038,60.0,0,0,0.0,60.0
2018-03-02,P0101,60.0,0,0,2.5,57.5
2018-03-02,P0092,57.5,0,0,0.0,57.5
2018-03-02,P0045,60.0,0,0,0.0,60.0
2018-03-02,P0096,60.0,0,0,0.0,60.0
2018-03-02,P0061,59.0,0,0,0.0,59.0
2018-03-02,P0059,25.0,0,0,0.0,25.0
2018-03-02,P0087,30.0,0,0,0.0,30.0
2018-03-02,P0043,60.0,0,0,0.0,60.0
2018-03-02,P0068,60.0,0,0,0.0,60.0
2018-03-02,P0110,30.0,0,0,0.0,30.0
2018-03-02,P0023,30.0,0,0,0.0,30.0
2018-03-02,P0062,60.0,0,0,0.0,60.0
2018-03-02,P0098,30.0,0,0,0.0,30.0
2018-03-02,P0054,60.0,0,0,0.0,60.0
2018-03-02,P0014,60.0,0,0,0.0,60.0
2018-03-02,P0075,58.0,0,0,0.0,58.0
2018-03-02,P0112,30.0,0,0,0.0,30.0
2018-03-02,P0037,60.0,0,0,2.5,57.5
2018-03-02,P0048,30.0,0,0,0.0,30.0
2018-03-02,P0077,60.0,0,0,0.0,60.0
2018-03-02,P0064,30.0,0,0,0.0,30.0
2018-03-02,P0091,30.0,0,0,0.0,30.0
2018-03-02,P0049,30.0,0,0,0.0,30.0
2018-03-02,P0081,27.5,0,0,0.0,27.5
2018-03-02,P0093,60.0,0,0,0.0,60.0
2018-03-02,P0088,30.0,0,0,0.0,30.0
2018-03-02,P0025,60.0,0,0,0.0,60.0
2018-03-02,P0030,60.0,0,0,0.0,60.0
2018-03-02,P0010,30.0,0,0,0.0,30.0
2018-03-02,P0022,30.0,0,0,3.0,27.0
2018-03-02,P0073,30.0,0,0,0.0,30.0
2018-03-02,P0089,58.5,0,0,0.0,58.5
2018-03-02,P0082,30.0,0,0,2.0,28.0
2018-03-02,P0041,60.0,0,0,0.0,60.0
2018-03-02,P0060,60.0,0,0,0.0,60.0
2018-03-02,P0076,60.0,0,0,2.5,57.5
2018-03-02,P0001,60.0,0,0,0.0,60.0
2018-03-02,P0012,25.0,0,0,0.0,25.0
2018-03-02,P0052,30.0,0,0,0.0,30.0
2018-03-02,P0071,60.0,0,0,0.0,60.0
2018-03-02,P0021,30.0,0,0,0.0,30.0
2018-03-02,P0006,30.0,0,0,0.0,30.0
2018-03-02,P0078,59.5,0,0,0.0,59.5
2018-03-02,P0103,30.0,0,0,0.0,30.0
2018-03-02,P0069,60.0,0,0,0.0,60.0
2018-03-02,P0019,30.0,0,0,0.0,30.0
2018-03-02,P0079,30.0,0,0,0.0,30.0
2018-03-02,P0007,30.0,0,0,5.0,25.0
2018-03-02,P0085,30.0,0,0,0.0,30.0
2018-03-02,P0018,60.0,0,0,0.0,60.0
2018-03-02,P0044,30.0,0,0,2.0,28.0
2018-03-02,P0120,30.0,0,0,0.0,30.0
2018-03-02,P0033,60.0,0,0,0.0,60.0
2018-03-02,P0118,27.0,0,0,0.0,27.0
2018-03-02,P0031,60.0,0,0,0.0,60.0
2018-03-02,P0100,30.0,0,0,0.0,30.0
2018-03-02,P0051,58.0,0,0,0.0,58.0
2018-03-02,P0084,29.5,0,0,0.0,29.5
2018-03-02,P0111,30.0,0,0,0.0,30.0
2018-03-02,P0086,60.0,0,0,2.5,57.5
2018-03-02,P0070,60.0,0,0,0.0,60.0
2018-03-02,P0032,55.0,0,0,0.0,55.0
2018-03-02,P0116,30.0,0,0,1.5,28.5
2018-03-02,P0058,28.5,0,0,0.0,28.5
2018-03-02,P0119,60.0,0,0,5.0,55.0
2018-03-02,P0056,60.0,0,0,0.0,60.0
2018-03-02,P0109,30.0,0,0,0.0,30.0
2018-03-02,P0053,60.0,0,0,0.0,60.0
2018-03-02,P0102,60.0,0,0,0.0,60.0
2018-03-02,P0094,30.0,0,0,0.0,30.0
2018-03-02,P0016,30.0,0,0,0.0,30.0
2018-03-02,P0003,60.0,0,0,0.0,60.0
2018-03-02,P0063,60.0,0,0,0.0,60.0
2018-03-02,P0017,57.0,0,0,0.0,57.0
2018-03-02,P0065,30.0,0,0,0.0,30.0
2018-03-02,P0020,30.0,0,0,0.0,30.0
2018-03-02,P0114,60.0,0,0,0.0,60.0
2018-03-02,P0036,30.0,0,0,0.0,30.0
2018-03-02,P0028,30.0,0,0,0.0,30.0
2018-03-02,P0104,30.0,0,0,0.0,30.0
2018-03-02,P0074,30.0,0,0,0.0,30.0
2018-03-02,P0005,57.5,0,0,0.0,57.5
2018-03-02,P0047,27.5,0,0,0.0,27.5
2018-03-02,P0042,30.0,0,0,5.0,25.0
2018-03-02,P0113,60.0,0,0,2.5,57.5
2018-03-02,P0015,59.5,0,0,0.0,59.5
2018-03-02,P0004,30.0,0,0,0.0,30.0
2018-03-02,P0097,30.0,0,0,0.0,30.0
2018-03-02,P0106,60.0,0,0,0.0,60.0
2018-03-02,P0027,30.0,0,0,0.0,30.0
2018-03-02,P0090,60.0,0,0,0.0,60.0
2018-03-02,P0009,30.0,0,0,0.0,30.0
2018-03-02,P0115,29.5,0,0,1.5,28.0
2018-03-02,P0013,30.0,0,0,0.0,30.0
2018-03-02,P0029,30.0,0,0,3.0,27.0
2018-03-02,P0072,30.0,0,0,0.0,30.0
2018-03-02,P0050,30.0,0,0,0.0,30.0
2018-03-02,P0026,30.0,0,0,0.0,30.0
2018-03-03,P0035,60.0,0,0,0.0,60.0
2018-03-03,P0108,25.0,0,0,0.0,25.0
2018-03-03,P0011,30.0,0,0,0.0,30.0
2018-03-03,P0055,30.0,0,0,0.0,30.0
2018-03-03,P0095,30.0,0,0,0.0,30.0
2018-03-03,P0038,60.0,0,0,0.0,60.0
2018-03-03,P0101,57.5,0,0,0.0,57.5
2018-03-03,P0092,57.5,0,0,0.5,57.0
2018-03-03,P0045,60.0,0,0,0.0,60.0
2018-03-03,P0096,60.0,0,0,0.0,60.0
2018-03-03,P0061,59.0,0,0,0.0,59.0
2018-03-03,P0059,25.0,0,0,0.0,25.0
2018-03-03,P0087,30.0,0,0,0.0,30.0
2018-03-03,P0043,60.0,0,0,1.0,59.0
2018-03-03,P0068,60.0,0,0,0.0,60.0
2018-03-03,P0110,30.0,0,0,0.0,30.0
2018-03-03,P0023,30.0,0,0,0.0,30.0
2018-03-03,P0062,60.0,0,0,0.0,60.0
2018-03-03,P0098,30.0,0,0,0.0,30.0
2018-03-03,P0054,60.0,0,0,0.0,60.0
2018-03-03,P0014,60.0,0,0,0.0,60.0
2018-03-03,P0075,58.0,0,0,0.0,58.0
2018-03-03,P0112,30.0,0,0,0.0,30.0
2018-03-03,P0037,57.5,0,0,0.0,57.5
2018-03-03,P0048,30.0,0,0,0.0,30.0
2018-03-03,P0077,60.0,0,0,0.0,60.0
2018-03-03,P0064,30.0,0,0,0.0,30.0
2018-03-03,P0091,30.0,0,0,0.0,30.0
2018-03-03,P0049,30.0,0,0,0.0,30.0
2018-03-03,P0081,27.5,0,0,0.0,27.5
2018-03-03,P0093,60.0,0,0,0.0,60.0
2018-03-03,P0088,30.0,0,0,0.0,30.0
2018-03-03,P0025,60.0,0,0,3.0,57.0
2018-03-03,P0030,60.0,0,0,0.0,60.0
2018-03-03,P0010,30.0,0,0,0.0,30.0
2018-03-03,P0022,27.0,0,0,0.0,27.0
2018-03-03,P0073,30.0,0,0,0.0,30.0
2018-03-03,P0089,58.5,0,0,5.0,53.5
2018-03-03,P0082,28.0,0,0,0.0,28.0
2018-03-03,P0041,60.0,0,0,0.0,60.0
2018-03-03,P0060,60.0,0,0,0.0,60.0
2018-03-03,P0076,57.5,0,0,0.0,57.5
2018-03-03,P0001,60.0,0,0,0.0,60.0
2018-03-03,P0012,25.0,0,0,0.0,25.0
2018-03-03,P0052,30.0,0,0,1.5,28.5
2018-03-03,P0071,60.0,0,0,0.0,60.0
2018-03-03,P0021,30.0,0,0,0.0,30.0
2018-03-03,P0006,30.0,0,0,5.0,25.0
2018-03-03,P0078,59.5,0,0,0.0,59.5
2018-03-03,P0103,30.0,0,0,0.0,30.0
2018-03-03,P0069,60.0,0,0,0.0,60.0
2018-03-03,P0019,30.0,0,0,0.0,30.0
2018-03-03,P0079,30.0,0,0,0.0,30.0
2018-03-03,P0007,25.0,0,0,0.0,25.0
2018-03-03,P0085,30.0,0,0,0.0,30.0
2018-03-03,P0018,60.0,0,0,0.0,60.0
2018-03-03,P0044,28.0,0,0,0.0,28.0
2018-03-03,P0120,30.0,0,0,0.0,30.0
2018-03-03,P0033,60.0,0,0,0.0,60.0
2018-03-03,P0118,27.0,0,0,0.0,27.0
2018-03-03,P0031,60.0,0,0,0.0,60.0
2018-03-03,P0100,30.0,0,0,0.0,30.0
2018-03-03,P0051,58.0,0,0,0.0,58.0
2018-03-03,P0084,29.5,0,0,0.0,29.5
2018-03-03,P0111,30.0,0,0,0.0,30.0
2018-03-03,P0086,57.5,0,0,0.0,57.5
2018-03-03,P0070,60.0,0,0,0.0,60.0
2018-03-03,P0032,55.0,0,0,0.0,55.0
2018-03-03,P0116,28.5,0,0,0.0,28.5
2018-03-03,P0058,28.5,0,0,0.0,28.5
2018-03-03,P0119,55.0,0,0,0.0,55.0
2018-03-03,P0056,60.0,0,0,0.0,60.0
2018-03-03,P0109,30.0,0,0,0.0,30.0
2018-03-03,P0053,60.0,0,0,2.5,57.5
2018-03-03,P0102,60.0,0,0,0.0,60.0
2018-03-03,P0094,30.0,0,0,0.0,30.0
2018-03-03,P0016,30.0,0,0,0.0,30.0
2018-03-03,P0003,60.0,0,0,0.0,60.0
2018-03-03,P0063,60.0,0,0,0.0,60.0
2018-03-03,P0017,57.0,0,0,2.0,55.0
2018-03-03,P0065,30.0,0,0,0.0,30.0
2018-03-03,P0020,30.0,0,0,0.0,30.0
2018-03-03,P0114,60.0,0,0,2.0,58.0
2018-03-03,P0036,30.0,0,0,3.0,27.0
2018-03-03,P0028,30.0,0,0,0.0,30.0
2018-03-03,P0104,30.0,0,0,0.0,30.0
2018-03-03,P0074,30.0,0,0,0.0,30.0
2018-03-03,P0005,57.5,0,0,5.0,52.5
2018-03-03,P0047,27.5,0,0,0.0,27.5
2018-03-03,P0042,25.0,0,0,0.0,25.0
2018-03-03,P0113,57.5,0,0,0.0,57.5
2018-03-03,P0015,59.5,0,0,0.0,59.5
2018-03-03,P0004,30.0,0,0,0.0,30.0
2018-03-03,P0097,30.0,0,0,0.0,30.0
2018-03-03,P0106,60.0,0,0,0.0,60.0
2018-03-03,P0027,30.0,0,0,0.0,30.0
2018-03-03,P0090,60.0,0,0,0.0,60.0
2018-03-03,P0009,30.0,0,0,0.0,30.0
2018-03-03,P0115,28.0,0,0,0.0,28.0
2018-03-03,P0013,30.0,0,0,0.0,30.0
2018-03-03,P0029,27.0,0,0,0.0,27.0
2018-03-03,P0072,30.0,0,0,0.0,30.0
2018-03-03,P0050,30.0,0,0,0.0,30.0
2018-03-03,P0026,30.0,0,0,0.0,30.0
2018-03-04,P0035,60.0,0,0,0.0,60.0
2018-03-04,P0108,25.0,0,0,5.0,20.0
2018-03-04,P0011,30.0,0,0,0.0,30.0
2018-03-04,P0055,30.0,0,0,0.0,30.0
2018-03-04,P0095,30.0,0,0,0.0,30.0
2018-03-04,P0038,60.0,0,0,3.0,57.0
2018-03-04,P0101,57.5,0,0,0.0,57.5
2018-03-04,P0092,57.0,0,0,0.0,57.0
2018-03-04,P0045,60.0,0,0,0.0,60.0
2018-03-04,P0096,60.0,0,0,0.0,60.0
2018-03-04,P0061,59.0,0,0,0.0,59.0
2018-03-04,P0059,25.0,0,0,0.0,25.0
2018-03-04,P0087,30.0,0,0,0.5,29.5
2018-03-04,P0043,59.0,0,0,0.0,59.0
2018-03-04,P0068,60.0,0,0,0.0,60.0
2018-03-04,P0110,30.0,0,0,0.0,30.0
2018-03-04,P0023,30.0,0,0,0.0,30.0
2018-03-04,P0062,60.0,0,0,0.0,60.0
2018-03-04,P0098,30.0,0,0,0.0,30.0
2018-03-04,P0054,60.0,0,0,1.5,58.5
2018-03-04,P0014,60.0,0,0,0.0,60.0
2018-03-04,P0075,58.0,0,0,0.0,58.0
2018-03-04,P0112,30.0,0,0,0.0,30.0
2018-03-04,P0037,57.5,0,0,0.0,57.5
2018-03-04,P0048,30.0,0,0,1.5,28.5
2018-03-04,P0077,60.0,0,0,0.0,60.0
2018-03-04,P0064,30.0,0,0,0.0,30.0
2018-03-04,P0091,30.0,0,0,0.0,30.0
2018-03-04,P0049,30.0,0,0,0.0,30.0
2018-03-04,P0081,27.5,0,0,0.0,27.5
2018-03-04,P0093,60.0,0,0,0.0,60.0
2018-03-04,P0088,30.0,0,0,0.0,30.0
2018-03-04,P0025,57.0,0,0,0.0,57.0
2018-03-04,P0030,60.0,0,0,1.0,59.0
2018-03-04,P0010,30.0,0,0,2.0,28.0
2018-03-04,P0022,27.0,0,0,0.0,27.0
2018-03-04,P0073,30.0,0,0,0.0,30.0
2018-03-04,P0089,53.5,0,0,0.0,53.5
2018-03-04,P0082,28.0,0,0,0.0,28.0
2018-03-04,P0041,60.0,0,0,0.0,60.0
2018-03-04,P0060,60.0,0,0,0.0,60.0
2018-03-04,P0076,57.5,0,0,2.5,55.0
2018-03-04,P0001,60.0,0,0,0.0,60.0
2018-03-04,P0012,25.0,0,0,0.0,25.0
2018-03-04,P0052,28.5,0,0,0.0,28.5
2018-03-04,P0071,60.0,0,0,0.0,60.0
2018-03-04,P0021,30.0,0,0,1.0,29.0
2018-03-04,P0006,25.0,0,0,2.5,22.5
2018-03-04,P0078,59.5,0,0,1.0,58.5
2018-03-04,P0103,30.0,0,0,0.0,30.0
2018-03-04,P0069,60.0,0,0,0.0,60.0
2018-03-04,P0019,30.0,0,0,0.0,30.0
2018-03-04,P0079,30.0,0,0,0.0,30.0
2018-03-04,P0007,25.0,0,0,0.5,24.5
2018-03-04,P0085,30.0,0,0,0.0,30.0
2018-03-04,P0018,60.0,0,0,0.0,60.0
2018-03-04,P0044,28.0,0,0,0.0,28.0
2018-03-04,P0120,30.0,0,0,0.0,30.0
2018-03-04,P0033,60.0,0,0,0.0,60.0
2018-03-04,P0118,27.0,0,0,0.0,27.0
2018-03-04,P0031,60.0,0,0,0.0,60.0
2018-03-04,P0100,30.0,0,0,0.0,30.0
2018-03-04,P0051,58.0,0,0,0.0,58.0
2018-03-04,P0084,29.5,0,0,0.0,29.5
2018-03-04,P0111,30.0,0,0,0.0,30.0
2018-03-04,P0086,57.5,0,0,0.0,57.5
2018-03-04,P0070,60.0,0,0,0.0,60.0
2018-03-04,P0032,55.0,0,0,0.0,55.0
2018-03-04,P0116,28.5,0,0,0.0,28.5
2018-03-04,P0058,28.5,0,0,0.0,28.5
2018-03-04,P0119,55.0,0,0,0.0,55.0
2018-03-04,P0056,60.0,0,0,0.0,60.0
2018-03-04,P0109,30.0,0,0,2.0,28.0
2018-03-04,P0053,57.5,0,0,0.0,57.5
2018-03-04,P0102,60.0,0,0,0.0,60.0
2018-03-04,P0094,30.0,0,0,0.0,30.0
2018-03-04,P0016,30.0,0,0,0.0,30.0
2018-03-04,P0003,60.0,0,0,0.0,60.0
2018-03-04,P0063,60.0,0,0,0.0,60.0
2018-03-04,P0017,55.0,0,0,0.0,55.0
2018-03-04,P0065,30.0,0,0,0.0,30.0
2018-03-04,P0020,30.0,0,0,0.0,30.0
2018-03-04,P0114,58.0,0,0,0.0,58.0
2018-03-04,P0036,27.0,0,0,0.0,27.0
2018-03-04,P0028,30.0,0,0,0.0,30.0
2018-03-04,P0104,30.0,0,0,0.0,30.0
2018-03-04,P0074,30.0,0,0,0.0,30.0
2018-03-04,P0005,52.5,0,0,0.0,52.5
2018-03-04,P0047,27.5,0,0,1.5,26.0
2018-03-04,P0042,25.0,0,0,0.0,25.0
2018-03-04,P0113,57.5,0,0,2.5,55.0
2018-03-04,P0015,59.5,0,0,0.0,59.5
2018-03-04,P0004,30.0,0,0,0.0,30.0
2018-03-04,P0097,30.0,0,0,0.0,30.0
2018-03-04,P0106,60.0,0,0,0.0,60.0
2018-03-04,P0027,30.0,0,0,0.0,30.0
2018-03-04,P0090,60.0,0,0,3.0,57.0
2018-03-04,P0009,30.0,0,0,0.0,30.0
2018-03-04,P0115,28.0,0,0,0.0,28.0
2018-03-04,P0013,30.0,0,0,0.0,30.0
2018-03-04,P0029,27.0,0,0,0.0,27.0
2018-03-04,P0072,30.0,0,0,0.0,30.0
2018-03-04,P0050,30.0,0,0,0.0,30.0
2018-03-04,P0026,30.0,0,0,0.0,30.0
2018-03-05,P0035,60.0,0,0,0.0,60.0
2018-03-05,P0108,20.0,0,0,0.0,20.0
2018-03-05,P0011,30.0,0,0,0.0,30.0
2018-03-05,P0055,30.0,0,0,0.0,30.0
2018-03-05,P0095,30.0,0,0,0.0,30.0
2018-03-05,P0038,57.0,0,0,0.0,57.0
2018-03-05,P0101,57.5,0,0,0.0,57.5
2018-03-05,P0092,57.0,0,0,0.0,57.0
2018-03-05,P0045,60.0,0,0,0.0,60.0
2018-03-05,P0096,60.0,0,0,0.0,60.0
2018-03-05,P0061,59.0,0,0,0.0,59.0
2018-03-05,P0059,25.0,0,0,0.0,25.0
2018-03-05,P0087,29.5,0,0,0.0,29.5
2018-03-05,P0043,59.0,0,0,0.0,59.0
2018-03-05,P0068,60.0,0,0,0.0,60.0
2018-03-05,P0110,30.0,0,0,0.0,30.0
2018-03-05,P0023,30.0,0,0,0.0,30.0
2018-03-05,P0062,60.0,0,0,0.0,60.0
2018-03-05,P0098,30.0,0,0,0.0,30.0
2018-03-05,P0054,58.5,0,0,0.0,58.5
2018-03-05,P0014,60.0,0,0,0.0,60.0
2018-03-05,P0075,58.0,0,0,0.0,58.0
2018-03-05,P0112,30.0,0,0,0.0,30.0
2018-03-05,P0037,57.5,0,0,0.0,57.5
2018-03-05,P0048,28.5,0,0,0.0,28.5
2018-03-05,P0077,60.0,0,0,5.0,55.0
2018-03-05,P0064,30.0,0,0,0.0,30.0
2018-03-05,P0091,30.0,0,0,0.0,30.0
2018-03-05,P0049,30.0,0,0,0.0,30.0
2018-03-05,P0081,27.5,0,0,0.0,27.5
2018-03-05,P0093,60.0,0,0,0.0,60.0
2018-03-05,P0088,30.0,0,0,0.0,30.0
2018-03-05,P0025,57.0,0,0,0.0,57.0
2018-03-05,P0030,59.0,0,0,0.0,59.0
2018-03-05,P0010,28.0,0,0,0.0,28.0
2018-03-05,P0022,27.0,0,0,0.0,27.0
2018-03-05,P0073,30.0,0,0,0.0,30.0
2018-03-05,P0089,53.5,0,0,0.0,53.5
2018-03-05,P0082,28.0,0,0,0.0,28.0
2018-03-05,P0041,60.0,0,0,0.0,60.0
2018-03-05,P0060,60.0,0,0,0.0,60.0
2018-03-05,P0076,55.0,0,0,0.0,55.0
2018-03-05,P0001,60.0,0,0,0.0,60.0
2018-03-05,P0012,25.0,0,0,0.0,25.0
2018-03-05,P0052,28.5,0,0,0.0,28.5
2018-03-05,P0071,60.0,0,0,0.0,60.0
2018-03-05,P0021,29.0,0,0,0.0,29.0
2018-03-05,P0006,22.5,0,0,2.5,20.0
2018-03-05,P0078,58.5,0,0,0.0,58.5
2018-03-05,P0103,30.0,0,0,5.0,25.0
2018-03-05,P0069,60.0,0,0,0.0,60.0
2018-03-05,P0019,30.0,0,0,0.5,29.5
2018-03-05,P0079,30.0,0,0,0.0,30.0
2018-03-05,P0007,24.5,0,0,0.0,24.5
2018-03-05,P0085,30.0,0,0,0.0,30.0
2018-03-05,P0018,60.0,0,0,0.0,60.0
2018-03-05,P0044,28.0,0,0,0.0,28.0
2018-03-05,P0120,30.0,0,0,0.0,30.0
2018-03-05,P0033,60.0,0,0,0.0,60.0
2018-03-05,P0118,27.0,0,0,1.0,26.0
2018-03-05,P0031,60.0,0,0,1.5,58.5
2018-03-05,P0100,30.0,0,0,0.0,30.0
2018-03-05,P0051,58.0,0,0,0.0,58.0
2018-03-05,P0084,29.5,0,0,0.0,29.5
2018-03-05,P0111,30.0,0,0,0.0,30.0
2018-03-05,P0086,57.5,0,0,0.0,57.5
2018-03-05,P0070,60.0,0,0,0.0,60.0
2018-03-05,P0032,55.0,0,0,3.0,52.0
2018-03-05,P0116,28.5,0,0,0.5,28.0
2018-03-05,P0058,28.5,0,0,0.0,28.5
2018-03-05,P0119,55.0,0,0,0.0,55.0
2018-03-05,P0056,60.0,0,0,0.0,60.0
2018-03-05,P0109,28.0,0,0,0.0,28.0
2018-03-05,P0053,57.5,0,0,3.5,54.0
2018-03-05,P0102,60.0,0,0,0.0,60.0
2018-03-05,P0094,30.0,0,0,0.5,29.5
2018-03-05,P0016,30.0,0,0,2.5,27.5
2018-03-05,P0003,60.0,0,0,0.0,60.0
2018-03-05,P0063,60.0,0,0,0.0,60.0
2018-03-05,P0017,55.0,0,0,0.0,55.0
2018-03-05,P0065,30.0,0,0,0.0,30.0
2018-03-05,P0020,30.0,0,0,0.0,30.0
2018-03-05,P0114,58.0,0,0,2.0,56.0
2018-03-05,P0036,27.0,0,0,0.0,27.0
2018-03-05,P0028,30.0,0,0,0.0,30.0
2018-03-05,P0104,30.0,0,0,0.0,30.0
2018-03-05,P0074,30.0,0,0,0.0,30.0
2018-03-05,P0005,52.5,0,0,2.0,50.5
2018-03-05,P0047,26.0,0,0,0.0,26.0
2018-03-05,P0042,25.0,0,0,0.0,25.0
2018-03-05,P0113,55.0,0,0,0.0,55.0
2018-03-05,P0015,59.5,0,0,0.0,59.5
2018-03-05,P0004,30.0,0,0,0.0,30.0
2018-03-05,P0097,30.0,0,0,0.0,30.0
2018-03-05,P0106,60.0,0,0,0.0,60.0
2018-03-05,P0027,30.0,0,0,0.0,30.0
2018-03-05,P0090,57.0,0,0,0.0,57.0
2018-03-05,P0009,30.0,0,0,0.0,30.0
2018-03-05,P0115,28.0,0,0,0.0,28.0
