sale_id,date,client_id,city,zip_code,product_id,meters,total_amount,status
VK73999,2018-03-03,CL00662,Мытищи,152129,P0005,5.0,1375.0,Завершен
VK85527,2018-03-03,CL01106,Люберцы,166995,P0006,5.0,1375.0,Завершен
VK88018,2018-03-03,CL01108,Москва,155466,P0083,5.0,1875.0,Завершен
VK15397,2018-03-04,CL00717,Мытищи,106903,P0090,0.5,-187.5,Завершен
VK29605,2018-03-04,CL01175,Химки,189318,P0054,1.5,562.5,Завершен
VK38940,2018-03-04,CL00561,Москва,192123,P0047,1.5,412.5,Завершен
VK61495,2018-03-04,CL00885,Королёв,124697,P0078,1.0,375.0,Отказ
VK85399,2018-03-04,CL00092,Подольск,187500,P0010,2.0,550.0,Завершен
VK66614,2018-03-04,CL00611,Красногорск,163277,P0006,2.5,687.5,Отказ
VK29400,2018-03-04,CL00196,Реутов,185461,XXX999,1.5,562.5,Завершен
VK72371,2018-03-04,CL00365,Подольск,189742,P0021,1.0,275.0,Завершен
VK81847,2018-03-04,CL00699,Люберцы,110357,P0113,2.5,937.5,Завершен
VK62235,2018-03-04,CL01034,Люберцы,134513,P0109,2.0,750.0,Завершен
VK27088,2018-03-04,CL00605,Москва,147124,P0090,2.5,-937.5,Завершен
VK83308,2018-03-04,CL00461,Люберцы,188686,P0108,5.0,1875.0,Завершен
VK95491,2018-03-04,CL00429,Москва,151543,P0030,1.0,275.0,Завершен
VK34967,2018-03-05,CL00420,Химки,118830,P0114,2.0,750.0,Завершен
VK95905,2018-03-05,CL00506,Москва,123590,P0117,1.5,562.5,Завершен
VK32184,2018-03-05,CL00797,Реутов,113272,P0019,0.5,137.5,Завершен
VK67961,2018-03-05,CL00201,Реутов,143065,P0053,1.5,562.5,Завершен
VK15882,2018-03-05,CL00136,Королёв,164332,XXX999,2.5,937.5,Завершен
VK99831,2018-03-05,CL00522,Реутов,107989,P0103,5.0,1875.0,Завершен
VK96556,2018-03-06,CL00950,Люберцы,144939,XXX999,0.5,187.5,Отказ
VK96520,2018-03-06,CL00771,Москва,128679,P0076,1.5,562.5,Завершен
VK12500,2018-03-06,CL00798,Химки,153645,P0096,1.5,562.5,Завершен
VK95119,2018-03-06,CL01081,Подольск,147151,P0117,1.5,562.5,Завершен
VK59899,2018-03-06,CL00786,Мытищи,187821,P0026,2.0,550.0,Завершен
VK23055,2018-03-06,CL00449,Подольск,131745,P0043,2.5,687.5,Завершен
VK88263,2018-03-06,CL00651,Москва,169767,P0010,1.5,412.5,Завершен
VK36066,2018-03-06,CL00821,Люберцы,101620,P0046,2.5,687.5,Отказ
VK83490,2018-03-06,CL00295,Реутов,192995,P0020,2.5,687.5,Завершен
VK60096,2018-03-07,CL00523,Реутов,106145,P0050,3.0,825.0,Завершен
VK90274,2018-03-07,CL00947,Подольск,116827,P0105,2.5,937.5,Завершен
VK39809,2018-03-07,CL00800,Реутов,abcde,P0071,5.0,1875.0,Завершен
VK30021,2018-03-07,CL00623,Реутов,192371,P0035,2.0,550.0,Завершен
VK89346,2018-03-07,CL01157,Реутов,110382,P0067,2.0,750.0,Завершен
VK27271,2018-03-07,CL00052,Красногорск,183507,P0115,1.5,562.5,Завершен
VK86156,2018-03-07,CL00137,Москва,abcde,P0092,1.0,375.0,Завершен
VK36517,2018-03-07,CL00227,Королёв,118449,P0105,2.5,937.5,Завершен
VK78656,2018-03-07,CL00375,Люберцы,195300,P0054,5.0,1875.0,Завершен
VK29025,2018-03-07,CL00471,Химки,137649,P0039,1.0,275.0,Завершен
VK30715,2018-03-07,CL00843,Люберцы,106507,P0061,3.0,-1125.0,Завершен
VK79856,2018-03-07,CL00629,Красногорск,160012,P0067,1.5,562.5,Отказ
VK51628,2018-03-07,CL00282,Люберцы,174395,P0049,3.0,825.0,Завершен
VK13864,2018-03-07,CL00736,Химки,176638,P0036,5.0,1375.0,Завершен
VK64269,2018-03-07,CL00375,Люберцы,abcde,P0046,5.0,1375.0,Завершен
VK93472,2018-03-07,CL00925,Королёв,109812,P0056,2.0,750.0,Завершен
VK20417,2018-03-08,CL01188,Красногорск,132859,P0049,3.0,825.0,Отказ
VK27575,2018-03-08,CL00422,Подольск,167499,P0050,3.0,825.0,Завершен
VK71441,2018-03-08,CL00844,Химки,184853,P0113,2.5,937.5,Завершен
VK34114,2018-03-08,CL01088,Люберцы,166353,P0028,3.0,825.0,Завершен
VK72108,2018-03-08,CL00544,Реутов,abcde,P0035,5.0,1375.0,Завершен
VK39658,2018-03-08,CL00785,Москава,141879,P0079,1.0,375.0,Завершен
VK11967,2018-03-08,CL00765,Химки,196607,P0047,0.5,137.5,Завершен
VK39170,2018-03-08,CL00095,Королёв,132406,P0036,1.5,412.5,Завершен
VK36585,2018-03-08,CL00038,Люберцы,193872,P0089,3.0,1125.0,Завершен
VK33209,2018-03-08,CL00557,Красногорск,152022,P0064,5.0,1875.0,Завершен
VK69886,2018-03-09,CL00099,Подольск,150205,P0100,2.5,937.5,Завершен
VK42207,2018-03-09,CL00573,Красногорск,135825,P0119,5.0,1875.0,Завершен
VK15144,2018-03-09,CL01180,Москава,136188,P0043,2.5,687.5,Завершен
VK92660,2018-03-09,CL00672,Москва,140043,P0102,2.5,937.5,Завершен
VK67613,2018-03-09,CL00350,Подольск,137601,P0079,0.5,187.5,Завершен
VK47475,2018-03-09,CL00323,Люберцы,186057,P0075,2.0,750.0,Завершен
VK48590,2018-03-09,CL00727,Люберцы,169443,P0006,2.0,-550.0,Завершен
VK77760,2018-03-09,CL00358,Москва,131531,P0059,2.5,937.5,Завершен
VK94685,2018-03-09,CL00202,Красногорск,199536,P0104,1.0,375.0,Завершен
VK75622,2018-03-09,CL00891,Москва,154627,P0102,2.0,750.0,Отказ
VK21952,2018-03-10,CL00480,Москава,194188,P0055,3.0,1125.0,Завершен
VK93109,2018-03-10,CL01101,Люберцы,126577,P0012,0.5,137.5,Завершен
VK60343,2018-03-10,CL01039,Королёв,110104,P0059,1.5,562.5,Отказ
VK77065,2018-03-10,CL00846,Москва,117342,P0045,3.0,825.0,Завершен
VK59634,2018-03-10,CL00792,Химки,109661,P0036,2.5,687.5,Завершен
VK63759,2018-03-11,CL00111,Химки,144236,P0108,3.0,1125.0,Завершен
VK88656,2018-03-11,CL01196,Химки,165214,P0103,2.0,-750.0,Отказ
VK81741,2018-03-11,CL00008,Подольск,172063,P0017,0.5,137.5,Завершен
VK83079,2018-03-11,CL00888,Мытищи,185267,P0109,1.5,562.5,Завершен
VK16411,2018-03-11,CL00807,Подольск,149996,P0045,5.0,1375.0,Завершен
VK95626,2018-03-11,CL00330,Красногорск,163736,P0005,1.0,275.0,Завершен
VK14250,2018-03-11,CL00312,Королёв,148331,P0006,1.5,-412.5,Отказ
VK89073,2018-03-11,CL00874,Подольск,120766,P0100,3.0,1125.0,Завершен
VK21495,2018-03-11,CL01059,Красногорск,197175,P0012,1.5,412.5,Завершен
VK33363,2018-03-11,CL00560,Мытищи,149436,P0073,0.5,187.5,Завершен
VK66010,2018-03-12,CL00891,Москва,154627,P0092,5.0,1875.0,Отказ
VK48382,2018-03-12,CL01121,Королёв,123148,P0108,5.0,1875.0,Завершен
VK45968,2018-03-12,CL00840,Мытищи,131711,P0085,2.0,750.0,Завершен
VK78766,2018-03-12,CL00557,Красногорск,152022,P0048,1.5,412.5,Завершен
VK90223,2018-03-12,CL00976,Подольск,166209,P0027,1.0,275.0,Завершен
VK92441,2018-03-12,CL00867,Королёв,165598,P0038,0.5,137.5,Завершен
VK73394,2018-03-12,CL00849,Королёв,161171,P0089,2.5,937.5,Завершен
VK47642,2018-03-12,CL00893,Подольск,189881,P0038,3.0,825.0,Завершен
VK51482,2018-03-12,CL00763,Москва,161824,P0062,2.0,750.0,Завершен
VK91689,2018-03-12,CL01017,Королёв,147020,P0028,1.5,412.5,Завершен
VK90516,2018-03-12,CL00515,Химки,113224,P0016,1.5,412.5,Завершен
VK92818,2018-03-12,CL00949,Реутов,179822,P0092,2.5,937.5,Завершен
VK33580,2018-03-12,CL00509,Красногорск,170419,P0061,2.0,750.0,Завершен
VK48074,2018-03-12,CL00531,Москва,188299,P0038,2.5,687.5,Завершен
VK13143,2018-03-12,CL00646,Люберцы,104224,P0020,1.0,275.0,Отказ
VK25456,2018-03-12,CL00492,Химки,117507,P0057,2.0,750.0,Завершен
VK90649,2018-03-12,CL00003,Мытищи,139117,P0025,3.0,825.0,Завершен
VK82088,2018-03-13,CL00428,Королёв,140441,P0002,1.5,412.5,Завершен
VK24920,2018-03-13,CL00641,Химки,136025,P0104,1.5,562.5,Завершен
VK61910,2018-03-13,CL00578,Подольск,141507,P0094,3.0,1125.0,Завершен
VK64257,2018-03-14,CL00658,Реутов,109898,P0120,1.5,562.5,Завершен
VK78298,2018-03-14,CL01057,Реутов,148546,P0119,3.0,1125.0,Отказ
VK98892,2018-03-14,CL00380,Москава,146210,XXX999,1.5,562.5,Завершен
VK12453,2018-03-14,CL00928,Химки,158220,P0107,1.5,562.5,Завершен
VK53479,2018-03-14,CL00995,Мытищи,176756,P0061,1.0,375.0,Завершен
VK56346,2018-03-14,CL00716,Красногорск,110208,P0033,5.0,1375.0,Завершен
VK77652,2018-03-15,CL00350,Подольск,137601,P0116,5.0,1875.0,Завершен
VK36894,2018-03-15,CL00436,Реутов,172070,P0075,3.0,1125.0,Завершен
VK60801,2018-03-15,CL00338,Химки,174766,P0120,3.0,1125.0,Отказ
VK25182,2018-03-15,CL00314,Королёв,196851,P0045,3.0,825.0,Завершен
VK15771,2018-03-15,CL00674,Москва,110215,P0039,0.5,137.5,Завершен
VK21413,2018-03-15,CL00416,Королёв,171509,P0023,3.0,825.0,Завершен
VK16047,2018-03-15,CL00127,Реутов,168386,P0115,1.5,562.5,Завершен
VK96374,2018-03-15,CL00164,Москва,140319,P0116,0.5,187.5,Завершен
VK85701,2018-03-15,CL00601,Королёв,139692,P0065,3.0,1125.0,Завершен
VK37504,2018-03-15,CL01036,Люберцы,129215,P0115,5.0,1875.0,Завершен
VK47560,2018-03-15,CL00815,Подольск,199246,P0092,1.5,562.5,Завершен
VK67817,2018-03-15,CL01058,Реутов,163192,P0108,1.5,562.5,Завершен
VK29571,2018-03-15,CL00119,Подольск,114168,P0112,3.0,1125.0,Завершен
VK11999,2018-03-15,CL00962,Красногорск,113432,P0080,1.0,375.0,Завершен
VK23418,2018-03-15,CL00896,Люберцы,113928,P0119,2.5,937.5,Завершен
VK82006,2018-03-15,CL00759,Москва,193502,P0032,1.0,275.0,Завершен
VK47128,2018-03-15,CL00538,Люберцы,167215,P0120,1.5,562.5,Завершен
VK19337,2018-03-15,CL00377,Красногорск,142981,P0119,2.5,937.5,Завершен
VK54399,2018-03-15,CL00453,Москва,167984,P0110,1.5,562.5,Завершен
VK27049,2018-03-15,CL00380,Москва,146210,P0071,2.5,937.5,Завершен
VK68436,2018-03-16,CL00500,Мытищи,158390,P0036,3.0,825.0,Завершен
VK53559,2018-03-16,CL01062,Люберцы,192949,P0101,2.5,937.5,Завершен
VK97932,2018-03-16,CL00682,Подольск,194690,P0110,5.0,1875.0,Завершен
VK71039,2018-03-16,CL00419,Подольск,163471,P0013,5.0,1375.0,Завершен
VK71377,2018-03-16,CL00112,Люберцы,155255,P0074,2.5,937.5,Завершен
VK99715,2018-03-16,CL00410,Подольск,180534,P0085,0.5,187.5,Завершен
VK71000,2018-03-16,CL00991,Мытищи,133018,P0047,3.0,825.0,Завершен
VK39333,2018-03-16,CL00608,Красногорск,156420,P0045,2.0,550.0,Завершен
VK90863,2018-03-16,CL00042,Мытищи,166307,P0040,1.0,275.0,Завершен
VK61390,2018-03-16,CL00679,Красногорск,139223,P0025,1.5,412.5,Завершен
VK97186,2018-03-16,CL00484,Мытищи,118430,P0046,1.0,275.0,Завершен
VK52567,2018-03-16,CL00028,Москва,100282,P0013,1.5,-412.5,Завершен
VK18567,2018-03-16,CL00090,Химки,191214,XXX999,2.0,550.0,Завершен
VK72737,2018-03-16,CL00496,Королёв,abcde,P0115,2.0,750.0,Завершен
VK46996,2018-03-16,CL00564,Химки,190739,P0116,2.0,750.0,Завершен
VK24022,2018-03-17,CL01148,Королёв,183342,P0041,5.0,1375.0,Завершен
VK19296,2018-03-17,CL00798,Химки,153645,P0036,1.5,412.5,Завершен
VK70420,2018-03-17,CL00556,Химки,169003,P0032,5.0,1375.0,Завершен
VK41270,2018-03-17,CL00056,Реутов,140404,P0094,2.0,750.0,Завершен
VK30843,2018-03-17,CL00510,Подольск,129188,P0020,2.5,687.5,Завершен
VK54658,2018-03-17,CL00578,Подольск,141507,XXX999,2.0,550.0,Завершен
VK85260,2018-03-18,CL00379,Подольск,abcde,P0026,3.0,825.0,Отказ
VK87616,2018-03-18,CL01071,Химки,191660,P0034,5.0,1375.0,Завершен
VK82756,2018-03-18,CL00618,Подольск,197057,XXX999,2.5,687.5,Завершен
VK33091,2018-03-18,CL00913,Подольск,191248,P0105,0.5,187.5,Завершен
VK19123,2018-03-18,CL00121,Химки,190520,P0031,1.5,412.5,Завершен
VK88172,2018-03-18,CL00721,Красногорск,173899,P0109,2.5,937.5,Завершен
VK52914,2018-03-18,CL00795,Мытищи,112203,P0009,5.0,1375.0,Завершен
VK79632,2018-03-19,CL00045,Москва,172692,P0120,3.0,1125.0,Завершен
VK85750,2018-03-19,CL00739,Химки,abcde,P0073,1.5,562.5,Завершен
VK99327,2018-03-19,CL00989,Мытищи,120152,P0102,2.0,750.0,Завершен
VK99071,2018-03-19,CL00166,Реутов,165597,P0011,1.5,412.5,Завершен
VK66980,2018-03-19,CL00270,Подольск,176869,P0101,1.5,562.5,Завершен
VK55123,2018-03-19,CL00265,Красногорск,152262,P0088,3.0,1125.0,Завершен
VK90149,2018-03-19,CL00294,Реутов,110205,P0096,0.5,187.5,Завершен
VK26718,2018-03-19,CL00883,Люберцы,168195,P0034,2.5,687.5,Завершен
VK58394,2018-03-19,CL00068,Реутов,170282,P0063,5.0,1875.0,Завершен
VK64507,2018-03-20,CL00576,Мытищи,138715,P0105,0.5,187.5,Завершен
VK89223,2018-03-20,CL00347,Реутов,130903,P0037,5.0,1375.0,Завершен
VK69558,2018-03-20,CL00102,Реутов,176556,P0075,2.0,750.0,Завершен
VK68988,2018-03-20,CL00067,Люберцы,136585,P0097,2.5,937.5,Завершен
VK34352,2018-03-20,CL00380,Москва,146210,P0025,2.0,550.0,Завершен
VK85751,2018-03-20,CL00881,Подольск,165973,P0044,2.0,550.0,Завершен
VK41031,2018-03-20,CL00501,Москава,154450,P0074,2.0,750.0,Завершен
VK63849,2018-03-20,CL00989,Мытищи,120152,P0029,3.0,825.0,Завершен
VK14385,2018-03-20,CL01053,Мытищи,168512,P0069,2.5,937.5,Завершен
VK58310,2018-03-20,CL00025,Мытищи,170855,P0116,0.5,187.5,Завершен
VK20494,2018-03-20,CL01104,Москва,170972,P0001,0.5,137.5,Завершен
VK78997,2018-03-20,CL01061,Мытищи,171267,P0031,1.0,275.0,Завершен
VK46624,2018-03-20,CL00410,Подольск,180534,P0002,5.0,1375.0,Завершен
VK80127,2018-03-21,CL00315,Королёв,174928,P0079,0.5,187.5,Завершен
VK69511,2018-03-21,CL00155,Королёв,177139,P0034,5.0,1375.0,Отказ
VK85230,2018-03-21,CL00575,Реутов,176791,P0023,2.5,687.5,Завершен
VK56257,2018-03-21,CL00930,Мытищи,197679,P0098,3.0,1125.0,Завершен
VK31955,2018-03-21,CL00780,Химки,122983,P0047,5.0,1375.0,Завершен
VK88333,2018-03-21,CL00650,Подольск,127082,P0087,0.5,187.5,Завершен
VK83886,2018-03-21,CL01090,Люберцы,175352,P0106,3.0,1125.0,Завершен
VK72018,2018-03-21,CL00820,Мытищи,152082,P0017,1.5,412.5,Отказ
VK16765,2018-03-21,CL00379,Подольск,146077,P0080,2.5,937.5,Завершен
VK32989,2018-03-22,CL00271,Мытищи,187207,P0107,2.0,750.0,Завершен
VK40958,2018-03-22,CL01012,Красногорск,143036,P0018,1.5,412.5,Завершен
VK79125,2018-03-22,CL00580,Красногорск,abcde,P0104,2.0,750.0,Завершен
VK21062,2018-03-22,CL00013,Химки,144313,P0052,5.0,1875.0,Отказ
VK30204,2018-03-22,CL00184,Мытищи,114871,P0113,1.0,375.0,Завершен
VK64125,2018-03-22,CL01145,Москва,146771,P0049,5.0,1375.0,Завершен
VK96594,2018-03-22,CL00771,Москва,128679,P0024,5.0,1375.0,Завершен
VK31926,2018-03-22,CL00007,Мытищи,109071,XXX999,2.0,750.0,Завершен
VK55229,2018-03-22,CL00637,Красногорск,163518,P0007,1.0,275.0,Завершен
VK25203,2018-03-22,CL00651,Москва,169767,P0027,0.5,137.5,Завершен
VK45728,2018-03-23,CL00870,Реутов,159974,P0071,2.5,937.5,Завершен
VK22881,2018-03-23,CL00259,Мытищи,119442,P0008,1.5,412.5,Завершен
VK61269,2018-03-23,CL00534,Москва,124906,P0053,1.5,562.5,Завершен
VK41692,2018-03-23,CL00702,Москва,156948,P0052,2.0,750.0,Завершен
VK35549,2018-03-23,CL00210,Королёв,118758,P0080,3.0,1125.0,Завершен
VK33582,2018-03-23,CL00284,Мытищи,186761,P0072,2.5,-937.5,Завершен
VK98185,2018-03-23,CL01091,Королёв,173815,P0107,1.5,562.5,Завершен
VK11567,2018-03-23,CL00304,Химки,133550,P0018,0.5,137.5,Завершен
VK23619,2018-03-23,CL00953,Москава,181810,P0012,2.0,550.0,Отказ
VK38759,2018-03-23,CL01087,Химки,152947,P0035,3.0,825.0,Завершен
VK35307,2018-03-23,CL00256,Люберцы,104082,P0054,3.0,1125.0,Завершен
VK22050,2018-03-23,CL00991,Мытищи,133018,P0109,0.5,187.5,Отказ
VK96062,2018-03-23,CL00550,Мытищи,101198,P0076,0.5,187.5,Завершен
VK88562,2018-03-23,CL00982,Москва,142065,P0082,5.0,1875.0,Завершен
VK25725,2018-03-23,CL00767,Москава,177662,P0052,3.0,1125.0,Завершен
VK46344,2018-03-24,CL01114,Люберцы,180358,P0045,1.0,275.0,Завершен
VK60933,2018-03-24,CL00617,Москва,184930,P0003,5.0,1375.0,Отказ
VK43847,2018-03-24,CL00056,Реутов,140404,P0020,1.5,412.5,Завершен
VK67747,2018-03-24,CL00526,Королёв,129536,P0113,5.0,1875.0,Завершен
VK36302,2018-03-24,CL00478,Подольск,161344,P0089,0.5,187.5,Завершен
VK94604,2018-03-24,CL01054,Подольск,123255,XXX999,2.5,937.5,Завершен
VK80861,2018-03-24,CL00116,Подольск,162070,P0061,2.0,750.0,Завершен
VK90473,2018-03-24,CL01027,Подольск,118398,P0022,5.0,1375.0,Завершен
VK67878,2018-03-24,CL00853,Люберцы,193204,P0057,3.0,1125.0,Завершен
VK14569,2018-03-24,CL00293,Мытищи,197260,P0001,3.0,825.0,Завершен
VK42846,2018-03-24,CL00434,Реутов,152505,P0013,0.5,137.5,Отказ
VK60387,2018-03-25,CL00441,Королёв,abcde,P0007,2.5,687.5,Завершен
VK73185,2018-03-25,CL00500,Мытищи,158390,P0001,3.0,825.0,Завершен
VK57044,2018-03-25,CL00663,Реутов,164843,P0022,0.5,137.5,Завершен
VK62509,2018-03-25,CL00938,Красногорск,106000,P0107,1.5,562.5,Завершен
VK94813,2018-03-25,CL01171,Подольск,132778,P0066,0.5,187.5,Завершен
VK54572,2018-03-25,CL00389,Химки,103396,P0005,0.5,137.5,Завершен
VK48005,2018-03-25,CL00210,Королёв,118758,P0052,0.5,187.5,Завершен
VK82676,2018-03-25,CL00010,Химки,198994,P0085,3.0,1125.0,Завершен
VK96603,2018-03-25,CL00194,Реутов,153841,P0047,0.5,137.5,Завершен
VK61131,2018-03-25,CL00833,Химки,153368,P0087,1.0,375.0,Завершен
VK57089,2018-03-25,CL01174,Москва,196380,P0079,0.5,187.5,Завершен
VK50334,2018-03-26,CL00667,Мытищи,120707,P0082,5.0,1875.0,Завершен
VK68891,2018-03-26,CL00827,Москава,143449,P0109,2.0,750.0,Завершен
VK17347,2018-03-26,CL00003,Мытищи,139117,P0061,0.5,187.5,Отказ
VK15611,2018-03-26,CL01039,Королёв,110104,P0026,1.5,412.5,Завершен
VK95701,2018-03-26,CL01174,Москва,196380,P0099,2.0,750.0,Завершен
VK98877,2018-03-26,CL00984,Москва,149146,P0116,3.0,1125.0,Завершен
VK29523,2018-03-26,CL01149,Люберцы,163131,P0109,5.0,1875.0,Завершен
VK19441,2018-03-26,CL00388,Красногорск,185139,P0094,3.0,1125.0,Завершен
VK74080,2018-03-26,CL01017,Королёв,147020,P0108,0.5,187.5,Завершен
VK91051,2018-03-26,CL01061,Мытищи,171267,P0032,3.0,825.0,Отказ
VK95037,2018-03-26,CL00966,Люберцы,158073,P0076,0.5,187.5,Завершен
VK92924,2018-03-26,CL00221,Подольск,182242,P0055,1.0,375.0,Отказ
VK22752,2018-03-26,CL00386,Подольск,148623,P0055,0.5,187.5,Завершен
VK87469,2018-03-26,CL00939,Королёв,193959,P0011,2.0,550.0,Завершен
VK99664,2018-03-27,CL00519,Подольск,137914,P0029,2.0,550.0,Завершен
VK52151,2018-03-27,CL01194,Реутов,102453,P0095,2.5,937.5,Завершен
VK37948,2018-03-27,CL00093,Королёв,194276,P0032,5.0,1375.0,Завершен
VK32734,2018-03-27,CL00749,Мытищи,184670,P0062,5.0,1875.0,Отказ
VK45899,2018-03-27,CL01165,Люберцы,157464,P0075,1.5,562.5,Отказ
VK32026,2018-03-27,CL00060,Подольск,103248,P0099,1.0,375.0,Завершен
VK31627,2018-03-27,CL00070,Люберцы,178193,P0052,3.0,1125.0,Завершен
VK86282,2018-03-27,CL00050,Люберцы,106658,P0058,2.0,750.0,Завершен
VK92863,2018-03-27,CL00378,Люберцы,194065,P0065,0.5,187.5,Завершен
VK30677,2018-03-27,CL00673,Реутов,192235,P0111,2.5,937.5,Завершен
VK20580,2018-03-27,CL00234,Люберцы,115292,P0083,0.5,187.5,Завершен
VK21683,2018-03-27,CL00495,Химки,178094,P0115,0.5,187.5,Отказ
VK47189,2018-03-27,CL00905,Королёв,122898,P0066,3.0,1125.0,Завершен
VK72391,2018-03-27,CL00868,Реутов,154146,P0033,2.0,550.0,Завершен
VK28754,2018-03-27,CL00415,Химки,154602,P0104,3.0,1125.0,Завершен
VK69037,2018-03-27,CL00253,Реутов,197735,P0018,3.0,825.0,Завершен
VK32878,2018-03-27,CL00864,Реутов,143426,P0061,2.0,750.0,Завершен
VK88154,2018-03-27,CL00269,Реутов,196835,P0091,2.5,937.5,Завершен
VK90222,2018-03-27,CL00559,Химки,110566,P0008,1.0,275.0,Завершен
VK72182,2018-03-28,CL01068,Подольск,172733,P0022,3.0,825.0,Завершен
VK97836,2018-03-28,CL00494,Реутов,161712,P0006,2.0,550.0,Завершен
VK57735,2018-03-28,CL01084,Химки,196590,P0086,0.5,187.5,Отказ
VK42949,2018-03-28,CL00158,Подольск,172350,P0019,1.5,412.5,Завершен
VK69394,2018-03-28,CL01100,Королёв,130783,P0048,1.5,412.5,Завершен
VK16875,2018-03-28,CL01164,Москва,113405,P0041,0.5,137.5,Завершен
VK13809,2018-03-28,CL00445,Люберцы,102180,P0058,2.5,937.5,Завершен
VK19287,2018-03-28,CL00516,Королёв,192181,P0042,2.0,550.0,Завершен
VK87687,2018-03-28,CL00792,Химки,109661,P0117,1.0,375.0,Завершен
VK36050,2018-03-28,CL00460,Королёв,194589,P0099,2.5,937.5,Завершен
VK52688,2018-03-28,CL00753,Москва,155923,P0089,3.0,1125.0,Завершен
VK52746,2018-03-28,CL00111,Химки,144236,P0027,1.0,275.0,Завершен
VK64079,2018-03-28,CL00343,Люберцы,121012,P0032,1.0,275.0,Отказ
VK38922,2018-03-28,CL00800,Реутов,abcde,P0110,5.0,1875.0,Завершен
VK93623,2018-03-29,CL00439,Подольск,166731,P0023,1.5,412.5,Завершен
VK85775,2018-03-29,CL00679,Красногорск,139223,P0010,2.5,687.5,Завершен
VK21334,2018-03-29,CL00961,Люберцы,170932,P0118,2.5,937.5,Завершен
VK74122,2018-03-29,CL00515,Химки,113224,P0047,2.0,550.0,Завершен
VK87539,2018-03-29,CL00084,Мытищи,198453,P0057,5.0,1875.0,Завершен
VK46591,2018-03-29,CL01185,Москва,120174,P0073,2.0,750.0,Завершен
VK42329,2018-03-29,CL00154,Химки,149856,P0028,0.5,137.5,Завершен
VK85951,2018-03-29,CL00204,Химки,156881,P0012,1.0,275.0,Завершен
VK69616,2018-03-30,CL01188,Красногорск,132859,P0014,3.0,825.0,Завершен
VK63131,2018-03-30,CL01011,Мытищи,109149,XXX999,2.0,750.0,Завершен
VK58551,2018-03-30,CL01086,Красногорск,136242,P0013,1.0,-275.0,Завершен
VK93021,2018-03-30,CL00797,Реутов,113272,P0097,3.0,1125.0,Завершен
VK19266,2018-03-30,CL00936,Красногорск,abcde,P0093,0.5,187.5,Завершен
VK53634,2018-03-30,CL00450,Мытищи,157807,P0027,2.0,550.0,Завершен
VK65823,2018-03-30,CL01086,Красногорск,136242,P0083,2.5,937.5,Отказ
VK90281,2018-03-30,CL00204,Химки,156881,P0018,5.0,1375.0,Завершен
VK37151,2018-03-30,CL00103,Реутов,146105,P0028,2.5,687.5,Завершен
VK91324,2018-03-30,CL00148,Мытищи,175243,P0088,5.0,1875.0,Завершен
VK17184,2018-03-30,CL00520,Красногорск,188150,P0059,1.5,562.5,Завершен
